date,ticker,raw_avg_sentiment,total_relevance,weighted_sum,article_count,weighted_avg_sentiment
2024-04-03,AAPL,-0.011036256328225136,0.931779146194458,-0.010283353498696801,1,-0.011036256328225136
2024-04-03,AMD,-0.08562389016151428,0.8123794198036194,-0.0695590862107398,1,-0.08562389016151428
2024-04-03,AMZN,-0.3966101133264601,1.7876659631729126,-0.7869200893036441,2,-0.44019414449607047
2024-04-03,DIS,0.31109304415682953,2.5750961899757385,0.7973535563432053,3,0.30964029982535046
2024-04-03,INTC,0.21336060616886243,6.8233795166015625,1.299049259332088,8,0.19038209089373495
2024-04-03,JPM,-0.9353097416460514,0.9549756050109863,-0.8931979864011073,1,-0.9353097416460514
2024-04-03,LLY,0.07970798015594482,0.8899155855178833,0.07093337383092546,1,0.07970798015594482
2024-04-03,META,0.027527406811714172,0.9316102266311646,0.025644813698429303,1,0.027527406811714172
2024-04-03,MSFT,0.15489668305963278,0.8231958746910095,0.12751031049801048,1,0.15489668305963278
2024-04-03,NKE,0.256364855915308,0.6929197907447815,0.17764028231515128,1,0.256364855915308
2024-04-03,NVDA,-0.028706337946156662,4.6885703802108765,-0.07945033759390402,6,-0.016945535877896024
2024-04-03,TSLA,-0.9095328638795763,9.264665305614471,-8.446164948738746,10,-0.9116535428020581
2024-04-03,WMT,0.14317193254828453,0.8181926012039185,0.11714221591107288,1,0.14317193254828453
2024-04-04,AAPL,0.5938675366342068,1.544493317604065,0.9791342219336845,2,0.63395173729375
2024-04-04,AMZN,0.02351159229874611,0.8785921335220337,0.02065710004025556,1,0.02351159229874611
2024-04-04,DIS,0.0207900224874417,2.552748382091522,0.052196982123537405,3,0.02044736664597209
2024-04-04,INTC,-0.09711565816542134,6.594794452190399,-0.9211086443579652,8,-0.13967207788440283
2024-04-04,JPM,-0.4696246851235628,1.8241705298423767,-0.8966222915868816,2,-0.49152328519656385
2024-04-04,LLY,0.07970798015594482,0.8899155855178833,0.07093337383092546,1,0.07970798015594482
2024-04-04,META,0.2794775925576687,1.3425926566123962,0.3751665619891642,2,0.2794343914674591
2024-04-04,MSFT,-0.4085000609047711,1.7419207096099854,-0.7523640509818088,2,-0.4319163592413242
2024-04-04,NVDA,-0.05079565942287445,3.471738636493683,-0.3366747092728636,4,-0.09697582235421143
2024-04-04,TSLA,-0.7492386669230958,5.484631776809692,-4.2055757099245925,6,-0.7667927184659418
2024-04-04,WMT,0.20967387594282627,0.7675867080688477,0.16094288020298997,1,0.20967387594282627
2024-04-06,AAPL,0.0273728941877683,2.710739314556122,0.037701901176259045,3,0.01390834632227727
2024-04-06,AMD,-0.35363039777924615,2.6253498196601868,-1.0087186601314786,3,-0.3842225720083438
2024-04-06,AMZN,0.2926968242973089,4.071584045886993,1.0637017018789825,5,0.2612500908469533
2024-04-06,CAT,0.09697122126817703,0.8280096650123596,0.08029310843810267,1,0.09697122126817703
2024-04-06,DIS,0.03656367398798466,0.9144829511642456,0.03343685649393957,1,0.03656367398798466
2024-04-06,GS,0.6405624449253082,0.7391884922981262,0.4734963878871401,1,0.6405624449253082
2024-04-06,INTC,0.1657029553981764,11.894848823547363,1.8554433980204275,14,0.15598713573789535
2024-04-06,MCD,0.33305334113538265,0.6243720054626465,0.2079491825307338,1,0.33305334113538265
2024-04-06,MSFT,0.11400692351162434,0.8668028712272644,0.09882152863966309,1,0.11400692351162434
2024-04-06,NVDA,0.2031048262077901,7.295148253440857,1.7172631663483142,9,0.23539798050551522
2024-04-06,TSLA,-0.30847833096049726,6.785544276237488,-2.4561774617482843,8,-0.36197206322117004
2024-04-06,WMT,0.08776426315307617,0.8483167886734009,0.07445189787830486,1,0.08776426315307617
2024-04-08,AAPL,-0.024181459099054337,0.8941600322723389,-0.021622094248402668,1,-0.024181459099054337
2024-04-08,AMD,0.0035536661744117737,0.9240236282348633,0.0032836715120154736,1,0.0035536661744117737
2024-04-08,AMZN,0.10687868390232325,4.1898996233940125,0.40033036885814893,5,0.09554652971229483
2024-04-08,CSCO,-0.23487289063632488,0.7106917500495911,-0.16692222568553594,1,-0.23487289063632488
2024-04-08,INTC,0.08665241088185992,5.927599787712097,0.5357564685400918,7,0.09038337400084162
2024-04-08,JPM,0.13843165431171656,0.8340904116630554,0.11546451553205744,1,0.13843165431171656
2024-04-08,MSFT,0.10015443464120229,2.365423262119293,0.18449281716417,3,0.07799568902475164
2024-04-08,NVDA,-0.0008212808519601822,4.244498908519745,0.017778346677923884,5,0.004188561962458844
2024-04-08,TSLA,0.10881802886724472,4.003017604351044,0.38062449661312614,5,0.09508439238423778
2024-04-09,AAPL,-0.4700658100191504,3.2887812852859497,-1.6967271711227108,4,-0.5159136543113676
2024-04-09,AMZN,0.635072372853756,0.7402600049972534,0.47011867790233897,1,0.635072372853756
2024-04-09,CSCO,0.2460301537066698,0.7313255667686462,0.17992814160170745,1,0.2460301537066698
2024-04-09,DIS,0.20551363937556744,0.756310224533081,0.15543206674074606,1,0.20551363937556744
2024-04-09,HD,-0.4130573645234108,0.49229612946510315,-0.20334654180193135,1,-0.4130573645234108
2024-04-09,INTC,0.0455849738791585,3.560403823852539,0.1571442131355827,4,0.04413662632390519
2024-04-09,JPM,-0.003454204648733139,0.9320261478424072,-0.003219409052618083,1,-0.003454204648733139
2024-04-09,META,0.028277141973376274,0.9408310055732727,0.026604011917549797,1,0.028277141973376274
2024-04-09,NVDA,-0.2250722853350453,6.0431055426597595,-1.4409499464937214,8,-0.23844527227295692
2024-04-09,TSLA,-0.013946074371536573,2.749849855899811,-0.037249009291739354,3,-0.013545833861373011
2024-04-09,WMT,0.05452057998627424,0.9222061038017273,0.0502792116461524,1,0.05452057998627424
2024-04-10,AAPL,-0.7499550133943558,0.8108514547348022,-0.6081021135964715,1,-0.7499550133943558
2024-04-10,AMGN,0.01606384664773941,0.9262545704841614,0.014879211377025303,1,0.01606384664773941
2024-04-10,AMZN,0.20160476118326187,0.7644892930984497,0.15412468136227364,1,0.20160476118326187
2024-04-10,BA,-0.9456171952188015,0.9543373584747314,-0.9024378162133955,1,-0.9456171952188015
2024-04-10,DIS,0.20551363937556744,0.756310224533081,0.15543206674074606,1,0.20551363937556744
2024-04-10,HD,-0.4130573645234108,0.49229612946510315,-0.20334654180193135,1,-0.4130573645234108
2024-04-10,INTC,0.13144657749217004,7.18045961856842,1.0186779172553146,8,0.14186806574624397
2024-04-10,JPM,0.06834860797971487,1.7969744205474854,0.11833770318612058,2,0.06585386070774817
2024-04-10,KO,0.3170388303697109,0.6237200498580933,0.19774347508514767,1,0.3170388303697109
2024-04-10,NKE,0.6130541367456317,1.4883619546890259,0.982505476594694,2,0.6601253636585839
2024-04-10,NVDA,0.09054882374281685,4.2781365513801575,0.6743213129785153,6,0.15762033419923785
2024-04-10,SHOP,0.08737425412982702,0.8833914399147034,0.07718566816722111,1,0.08737425412982702
2024-04-10,TSLA,-0.20072874799370766,2.5144091844558716,-0.689756484606639,3,-0.27432149423837915
2024-04-11,AAPL,0.06312527973204851,3.225208103656769,0.2698230383622071,4,0.0836606599295963
2024-04-11,AMD,-0.15617447812110186,2.3970372080802917,-0.24800895702409875,3,-0.10346479236453779
2024-04-11,AMZN,0.5914670070633292,0.6016036868095398,0.355828732075503,1,0.5914670070633292
2024-04-11,DIS,-0.011934477835893631,0.932285726070404,-0.011126343334507238,1,-0.011934477835893631
2024-04-11,GS,0.01636851765215397,0.9378096461296082,0.015350553747032758,1,0.01636851765215397
2024-04-11,INTC,0.08096892140539629,11.906429529190063,0.827593194619457,14,0.06950809162314457
