tic,earnings_date,surprise_pct
NKE,2023-09-28,24.06
NKE,2023-06-29,-1.17
NKE,2023-03-21,44.76
NKE,2022-12-20,29.23
NKE,2022-09-29,0.96
NKE,2022-06-27,22.99
NKE,2022-03-21,21.42
NKE,2021-12-20,31.97
NKE,2021-09-23,3.68
NKE,2021-06-24,83.69
NKE,2021-03-18,19.67
NKE,2020-12-18,25.29
NKE,2020-09-22,89.67
NKE,2020-06-25,-1290.2
NVDA,2026-05-20,
NVDA,2026-02-25,5.32
NVDA,2025-11-19,3.46
NVDA,2025-08-27,4.1
NVDA,2025-05-28,-5.9
NVDA,2025-02-26,5.25
NVDA,2024-11-20,8.52
NVDA,2024-08-28,5.66
NVDA,2024-05-22,14.83
NVDA,2024-02-21,11.4
NVDA,2023-11-21,18.73
NVDA,2023-08-23,29.35
NVDA,2023-05-24,18.8
NVDA,2023-02-22,9.45
NVDA,2022-11-16,-17.32
NVDA,2022-08-24,-1.49
NVDA,2022-05-25,4.86
NVDA,2022-02-16,7.97
NVDA,2021-11-17,5.81
NVDA,2021-08-18,2.26
NVDA,2021-05-26,11.44
NVDA,2021-02-24,10.37
NVDA,2020-11-18,14.21
NVDA,2020-08-19,10.66
NVDA,2020-05-21,6.86
ORCL,2026-06-10,
ORCL,2026-03-10,5.69
ORCL,2025-12-10,38.04
ORCL,2025-09-09,-3.74
ORCL,2025-06-11,3.37
ORCL,2025-03-10,-1.35
ORCL,2024-12-09,-0.77
ORCL,2024-09-09,4.29
ORCL,2024-06-11,-1.14
ORCL,2024-03-11,2.47
ORCL,2023-12-11,0.95
ORCL,2023-09-11,3.46
ORCL,2023-06-12,5.56
ORCL,2023-03-09,1.44
ORCL,2022-12-12,3.15
ORCL,2022-09-12,-4.22
ORCL,2022-06-13,11.95
ORCL,2022-03-10,-4.02
ORCL,2021-12-09,8.53
ORCL,2021-09-13,6.4
ORCL,2021-06-15,15.62
ORCL,2021-03-10,4.54
ORCL,2020-12-10,6.13
ORCL,2020-09-10,7.77
ORCL,2020-06-16,4.16
PANW,2026-05-20,
PANW,2026-02-17,9.94
PANW,2025-11-19,4.36
PANW,2025-08-18,7.31
PANW,2025-05-20,0.98
PANW,2025-02-13,3.94
PANW,2024-11-20,5.76
PANW,2024-08-19,6.95
PANW,2024-05-20,5.63
PANW,2024-02-20,12.2
PANW,2023-11-15,18.6
PANW,2023-08-18,12.0
PANW,2023-05-23,12.62
PANW,2023-02-21,35.37
PANW,2022-11-17,20.37
PANW,2022-08-22,4.94
PANW,2022-05-19,6.73
PANW,2022-02-22,5.6
PANW,2021-11-18,4.51
PANW,2021-08-23,-6.36
PANW,2021-05-20,7.31
PANW,2021-02-22,8.04
PANW,2020-11-16,21.72
PANW,2020-08-24,6.12
PANW,2020-05-21,21.94
PEP,2026-07-16,
PEP,2026-04-16,3.75
PEP,2026-02-03,-16.14
PEP,2025-10-09,1.33
PEP,2025-07-17,-54.68
PEP,2025-04-24,-0.77
PEP,2025-02-04,0.9
PEP,2024-10-08,0.74
PEP,2024-07-11,5.57
PEP,2024-04-23,5.96
PEP,2024-02-09,3.43
PEP,2023-10-10,4.44
PEP,2023-07-13,6.56
PEP,2023-04-25,8.23
PEP,2023-02-09,1.22
PEP,2022-10-12,6.68
PEP,2022-07-12,7.1
PEP,2022-04-26,4.54
PEP,2022-02-10,0.92
PEP,2021-10-05,3.27
PEP,2021-07-13,12.72
PEP,2021-04-15,8.0
PEP,2021-02-11,0.7
PEP,2020-10-01,11.58
PEP,2020-07-13,5.99
PG,2026-07-29,
PG,2026-04-24,2.24
PG,2026-01-22,-2.55
PG,2025-10-24,4.92
PG,2025-07-29,4.14
PG,2025-04-24,0.93
PG,2025-01-22,1.1
PG,2024-10-18,1.75
PG,2024-07-30,1.92
PG,2024-04-19,7.48
PG,2024-01-23,8.28
PG,2023-10-18,6.34
PG,2023-07-28,3.48
PG,2023-04-21,3.46
PG,2023-01-19,-0.01
PG,2022-10-19,1.41
PG,2022-07-29,-1.43
PG,2022-04-20,2.88
PG,2022-01-19,0.41
PG,2021-10-19,1.2
PG,2021-07-30,4.13
PG,2021-04-20,6.1
PG,2021-01-20,8.8
PG,2020-10-20,14.89
PG,2020-07-30,14.38
PLTR,2026-05-04,
PLTR,2026-02-02,8.6
PLTR,2025-11-03,25.46
PLTR,2025-08-04,15.57
PLTR,2025-05-05,1.11
PLTR,2025-02-03,23.72
PLTR,2024-11-04,10.06
PLTR,2024-08-05,10.55
PLTR,2024-05-06,4.1
PLTR,2024-02-05,5.39
PLTR,2023-11-02,25.07
PLTR,2023-08-07,-0.79
PLTR,2023-05-08,25.03
PLTR,2023-02-13,49.48
PLTR,2022-11-07,-38.61
PLTR,2022-08-08,-131.7
PLTR,2022-05-09,-45.37
PLTR,2022-02-17,-44.09
PLTR,2021-11-09,10.16
PLTR,2021-08-12,16.01
PLTR,2021-05-11,7.87
PLTR,2021-02-16,128.04
PLTR,2020-11-12,145.25
PYPL,2026-05-05,
PYPL,2026-02-03,-4.4
PYPL,2025-10-28,11.14
PYPL,2025-07-29,3.14
PYPL,2025-04-29,14.53
PYPL,2025-02-04,5.96
PYPL,2024-10-29,12.16
PYPL,2024-07-30,20.63
PYPL,2024-04-30,-11.42
PYPL,2024-02-07,8.65
PYPL,2023-11-01,5.78
PYPL,2023-08-02,-0.29
PYPL,2023-05-08,6.4
PYPL,2023-02-09,3.38
PYPL,2022-11-03,12.46
PYPL,2022-08-02,6.68
PYPL,2022-04-27,0.26
PYPL,2022-02-01,-1.04
PYPL,2021-11-08,3.12
PYPL,2021-07-28,2.31
PYPL,2021-05-05,19.99
PYPL,2021-02-03,8.33
PYPL,2020-11-02,13.49
PYPL,2020-07-29,22.53
PYPL,2020-05-06,-11.56
QCOM,2026-04-29,
QCOM,2026-02-04,1.07
QCOM,2025-11-05,4.32
QCOM,2025-07-30,2.05
QCOM,2025-04-30,1.19
QCOM,2025-02-05,14.2
QCOM,2024-11-06,4.74
QCOM,2024-07-31,3.32
QCOM,2024-05-01,5.31
QCOM,2024-01-31,16.1
QCOM,2023-11-01,5.93
QCOM,2023-08-02,3.35
QCOM,2023-05-03,-0.24
QCOM,2023-02-02,0.72
QCOM,2022-11-02,-0.13
QCOM,2022-07-27,3.13
QCOM,2022-04-27,10.08
QCOM,2022-02-02,7.59
QCOM,2021-11-03,12.82
QCOM,2021-07-28,14.11
QCOM,2021-04-28,14.09
QCOM,2021-02-03,3.27
QCOM,2020-11-04,22.83
QCOM,2020-07-29,20.56
QCOM,2020-04-29,9.65
RIVN,2026-04-30,
RIVN,2026-02-12,21.04
RIVN,2025-11-04,9.19
RIVN,2025-08-05,-25.41
RIVN,2025-05-06,44.11
RIVN,2025-02-20,25.78
RIVN,2024-11-07,-10.78
RIVN,2024-08-06,4.71
RIVN,2024-05-06,-7.06
RIVN,2024-02-21,-3.39
RIVN,2023-11-07,10.08
RIVN,2023-08-08,22.14
RIVN,2023-05-09,21.48
RIVN,2023-02-28,11.4
RIVN,2022-11-09,14.18
RIVN,2022-08-11,0.87
RIVN,2022-05-11,2.46
RIVN,2022-03-10,-23.34
RIVN,2021-12-16,-12.37
SHOP,2026-05-05,
SHOP,2026-02-11,-5.71
SHOP,2025-11-04,0.61
SHOP,2025-08-06,22.15
SHOP,2025-05-08,-415.08
SHOP,2025-02-11,1.78
SHOP,2024-11-12,254.9
SHOP,2024-08-07,29.05
SHOP,2024-05-08,17.92
SHOP,2024-02-13,13.12
SHOP,2023-11-02,65.76
SHOP,2023-08-02,181.07
SHOP,2023-05-04,127.28
SHOP,2023-02-15,479.2
SHOP,2022-10-27,71.76
SHOP,2022-07-27,-195.75
SHOP,2022-05-05,-69.42
SHOP,2022-02-16,3.53
SHOP,2021-10-28,-33.37
SHOP,2021-07-28,132.49
SHOP,2021-04-28,172.14
SHOP,2021-02-17,30.9
SHOP,2020-10-29,123.54
SHOP,2020-07-29,4116.87
SHOP,2020-05-06,210.53
SNOW,2026-05-27,
SNOW,2026-02-25,17.78
SNOW,2025-12-03,12.49
SNOW,2025-08-27,31.35
SNOW,2025-05-21,13.15
SNOW,2025-02-26,67.26
SNOW,2024-11-20,31.67
SNOW,2024-08-21,13.46
SNOW,2024-05-22,-21.09
SNOW,2024-02-28,98.02
SNOW,2023-11-29,54.15
SNOW,2023-08-23,116.83
SNOW,2023-05-24,197.44
SNOW,2023-03-01,174.03
SNOW,2022-11-30,141.86
SNOW,2022-08-24,168.06
SNOW,2022-05-25,-71.25
SNOW,2022-03-02,310.62
SNOW,2021-12-01,163.36
SNOW,2021-08-25,73.98
SNOW,2021-05-26,28.42
SNOW,2021-03-03,9.45
SNOW,2020-12-03,-287.26
TMO,2026-07-22,
TMO,2026-04-23,3.79
TMO,2026-01-29,0.23
TMO,2025-10-22,5.32
TMO,2025-07-23,2.55
TMO,2025-04-23,0.94
TMO,2025-01-30,2.66
TMO,2024-10-23,0.5
TMO,2024-07-24,4.72
TMO,2024-04-24,8.45
TMO,2024-01-31,0.42
TMO,2023-10-25,1.37
TMO,2023-07-26,-5.17
TMO,2023-04-26,-0.08
TMO,2023-02-01,3.84
TMO,2022-10-26,5.5
TMO,2022-07-28,10.61
TMO,2022-04-28,16.8
TMO,2022-02-02,24.01
TMO,2021-10-27,22.68
TMO,2021-07-28,2.31
TMO,2021-04-29,7.87
TMO,2021-02-01,7.89
TMO,2020-10-21,30.82
TMO,2020-07-22,34.57
TRV,2026-07-16,
TRV,2026-04-16,8.93
TRV,2026-01-21,26.41
TRV,2025-10-16,27.6
TRV,2025-07-17,80.1
TRV,2025-04-16,147.67
TRV,2025-01-22,34.29
TRV,2024-10-17,50.41
TRV,2024-07-19,25.61
TRV,2024-04-17,-3.43
TRV,2024-01-19,37.79
TRV,2023-10-18,-36.45
TRV,2023-07-20,-97.17
TRV,2023-04-19,14.71
TRV,2023-01-24,
TRV,2022-10-19,37.21
TRV,2022-07-21,30.19
TRV,2022-04-19,16.69
TRV,2022-01-20,36.31
TRV,2021-10-19,33.99
TRV,2021-07-20,44.79
TRV,2021-04-20,13.94
TRV,2021-01-21,55.81
TRV,2020-10-20,2.49
TRV,2020-07-23,0.73
TSLA,2026-07-22,
TSLA,2026-04-22,17.77
TSLA,2026-01-28,10.96
TSLA,2025-10-22,-10.53
TSLA,2025-07-23,10.49
TSLA,2025-04-22,-65.25
TSLA,2025-01-29,-4.83
TSLA,2024-10-23,20.49
TSLA,2024-07-23,-16.15
TSLA,2024-04-23,-8.14
TSLA,2024-01-24,-4.1
TSLA,2023-10-18,-9.81
TSLA,2023-07-19,11.12
TSLA,2023-04-19,-0.43
TSLA,2023-01-25,7.2
TSLA,2022-10-19,5.23
TSLA,2022-07-20,26.89
TSLA,2022-04-20,42.31
TSLA,2022-01-26,6.88
TSLA,2021-10-20,15.22
TSLA,2021-07-26,49.86
TSLA,2021-04-26,19.42
TSLA,2021-01-27,-23.91
TSLA,2020-10-21,25.78
TSLA,2020-07-22,1460.77
TXN,2026-07-28,
TXN,2026-04-22,24.41
TXN,2026-01-27,2.46
TXN,2025-10-21,5.81
TXN,2025-07-22,3.2
TXN,2025-04-23,16.76
TXN,2025-01-23,5.51
TXN,2024-10-22,7.08
TXN,2024-07-23,-1.48
TXN,2024-04-23,13.13
TXN,2024-01-23,-2.1
TXN,2023-10-24,0.33
TXN,2023-07-25,6.06
TXN,2023-04-25,2.51
TXN,2023-01-24,7.92
TXN,2022-10-25,5.58
TXN,2022-07-26,17.26
TXN,2022-04-26,10.44
TXN,2022-01-25,18.97
TXN,2021-10-26,1.61
TXN,2021-07-21,13.62
TXN,2021-04-27,19.45
TXN,2021-01-26,38.01
TXN,2020-10-20,16.41
TXN,2020-07-21,71.15
UBER,2026-05-06,
UBER,2026-02-04,-9.6
UBER,2025-11-04,353.17
UBER,2025-08-06,1.05
UBER,2025-05-07,65.04
UBER,2025-02-05,505.63
UBER,2024-10-31,197.24
UBER,2024-08-06,48.21
UBER,2024-05-08,-54.55
UBER,2024-02-07,293.44
UBER,2023-11-07,-16.06
UBER,2023-07-31,1825.79
UBER,2023-05-02,7.39
UBER,2023-02-08,1570.17
UBER,2022-11-01,-468.22
UBER,2022-08-02,42.31
UBER,2022-05-04,31.87
UBER,2022-02-09,320.41
UBER,2021-11-04,-328.67
UBER,2021-08-04,47.75
UBER,2021-05-05,231.01
UBER,2021-02-10,1.78
UBER,2020-11-05,-3.1
UBER,2020-08-06,-16.56
UBER,2020-05-07,-88.5
UNH,2026-07-28,
UNH,2026-04-21,9.52
UNH,2026-01-27,0.19
UNH,2025-10-28,3.99
UNH,2025-07-29,-8.23
UNH,2025-04-17,-1.28
UNH,2025-01-16,1.08
UNH,2024-10-15,1.7
UNH,2024-07-16,2.49
UNH,2024-04-16,4.44
UNH,2024-01-12,2.89
UNH,2023-10-13,3.34
UNH,2023-07-14,2.68
UNH,2023-04-14,3.03
UNH,2023-01-13,3.22
UNH,2022-10-14,6.5
UNH,2022-07-15,6.94
UNH,2022-04-14,2.6
UNH,2022-01-19,3.96
UNH,2021-10-14,2.35
UNH,2021-07-15,5.37
UNH,2021-04-15,21.2
UNH,2021-01-20,4.53
UNH,2020-10-14,13.83
UNH,2020-07-15,36.0
V,2026-04-28,
V,2026-01-29,0.88
V,2025-10-28,0.28
V,2025-07-29,4.68
V,2025-04-29,3.0
V,2025-01-30,3.34
V,2024-10-29,5.24
V,2024-07-23,0.11
V,2024-04-23,3.16
V,2024-01-25,3.05
V,2023-10-24,3.83
V,2023-07-25,2.03
V,2023-04-25,5.18
V,2023-01-26,8.46
V,2022-10-25,3.47
V,2022-07-26,13.29
V,2022-04-26,8.37
V,2022-01-27,6.34
V,2021-10-26,5.35
V,2021-07-27,10.5
V,2021-04-27,8.64
V,2021-01-28,11.27
V,2020-10-28,1.94
V,2020-07-28,2.31
V,2020-04-30,2.8
VZ,2026-04-27,
VZ,2026-01-30,3.28
VZ,2025-10-29,1.53
VZ,2025-07-21,2.59
VZ,2025-04-22,1.7
VZ,2025-01-24,11.95
VZ,2024-10-22,0.71
VZ,2024-07-22,
VZ,2024-04-22,2.56
VZ,2024-01-23,-0.15
VZ,2023-10-24,3.55
VZ,2023-07-25,3.77
VZ,2023-04-25,0.56
VZ,2023-01-24,0.26
VZ,2022-10-21,2.53
VZ,2022-07-22,-1.13
VZ,2022-04-22,2.05
VZ,2022-01-25,2.18
VZ,2021-10-20,3.64
VZ,2021-07-21,5.47
VZ,2021-04-21,1.62
VZ,2021-01-26,3.3
VZ,2020-10-21,2.9
VZ,2020-07-24,2.8
VZ,2020-04-24,2.99
WMT,2026-05-21,
WMT,2026-02-19,1.79
WMT,2025-11-20,28.79
WMT,2025-08-21,-7.97
WMT,2025-05-15,-3.31
WMT,2025-02-20,1.12
WMT,2024-11-19,8.84
WMT,2024-08-15,-13.12
WMT,2024-05-16,14.24
WMT,2024-02-20,9.35
WMT,2023-11-16,0.39
WMT,2023-08-17,7.88
WMT,2023-05-18,11.64
WMT,2023-02-21,12.88
WMT,2022-11-15,13.95
WMT,2022-08-16,10.02
WMT,2022-05-17,-12.1
WMT,2022-02-17,2.21
WMT,2021-11-16,3.97
WMT,2021-08-17,13.17
WMT,2021-05-18,40.06
WMT,2021-02-18,-8.0
WMT,2020-11-17,12.8
WMT,2020-08-18,24.11
WMT,2020-05-19,8.48
XOM,2026-05-01,
XOM,2026-01-30,-7.67
XOM,2025-10-31,3.03
XOM,2025-08-01,4.93
XOM,2025-05-02,1.16
XOM,2025-01-31,7.87
XOM,2024-11-01,2.15
XOM,2024-08-02,6.51
XOM,2024-04-26,-4.75
XOM,2024-02-02,13.04
XOM,2023-10-27,-3.82
XOM,2023-07-28,-3.91
XOM,2023-04-28,9.32
XOM,2023-01-31,3.57
XOM,2022-10-28,16.48
XOM,2022-07-29,6.46
XOM,2022-04-29,-6.96
XOM,2022-02-01,6.27
XOM,2021-10-29,3.79
XOM,2021-07-30,10.57
XOM,2021-04-30,8.17
XOM,2021-02-02,50.0
XOM,2020-10-30,27.8
XOM,2020-07-31,-17.05
XOM,2020-05-01,988.3
ZS,2026-05-28,
ZS,2026-02-26,12.56
ZS,2025-11-25,36.73
ZS,2025-09-02,11.03
ZS,2025-05-29,10.78
ZS,2025-03-05,12.73
ZS,2024-12-02,68.09
ZS,2024-09-03,26.96
ZS,2024-05-30,35.94
ZS,2024-02-29,31.05
ZS,2023-11-27,36.92
ZS,2023-09-05,30.11
ZS,2023-06-01,12.67
ZS,2023-03-02,26.12
ZS,2022-12-01,11.48
ZS,2022-09-08,21.54
ZS,2022-05-26,58.73
ZS,2022-02-24,16.32
ZS,2021-11-30,15.33
ZS,2021-09-09,52.21
ZS,2021-05-25,110.56
ZS,2021-02-25,28.77
ZS,2020-12-02,126.94
ZS,2020-09-09,85.74
ZS,2020-05-28,223.33
